From,UniprotID,Reviewed,Entry Name,Protein names,Gene,Organism,Length,Uniprot_Gene
CTSC,P53634,reviewed,CATC_HUMAN,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],CTSC CPPI,Homo sapiens (Human),463,P53634_CTSC
CTSC,A0A7I2V2F3,unreviewed,A0A7I2V2F3_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),117,A0A7I2V2F3_CTSC
CTSC,A0A7I2V2Q8,unreviewed,A0A7I2V2Q8_HUMAN,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase),CTSC,Homo sapiens (Human),452,A0A7I2V2Q8_CTSC
CTSC,A0A7I2V2V5,unreviewed,A0A7I2V2V5_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),143,A0A7I2V2V5_CTSC
CTSC,A0A7I2V3A2,unreviewed,A0A7I2V3A2_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),135,A0A7I2V3A2_CTSC
CTSC,A0A7I2V3A6,unreviewed,A0A7I2V3A6_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),48,A0A7I2V3A6_CTSC
CTSC,A0A7I2V3M6,unreviewed,A0A7I2V3M6_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),165,A0A7I2V3M6_CTSC
CTSC,A0A7I2V466,unreviewed,A0A7I2V466_HUMAN,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase),CTSC,Homo sapiens (Human),450,A0A7I2V466_CTSC
CTSC,A0A7I2V4Z3,unreviewed,A0A7I2V4Z3_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),134,A0A7I2V4Z3_CTSC
CTSC,A0A7I2V592,unreviewed,A0A7I2V592_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),75,A0A7I2V592_CTSC
CTSC,A0A7I2V5C5,unreviewed,A0A7I2V5C5_HUMAN,Dipeptidyl peptidase 1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase),CTSC,Homo sapiens (Human),302,A0A7I2V5C5_CTSC
CTSC,A0A7I2V5J2,unreviewed,A0A7I2V5J2_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),150,A0A7I2V5J2_CTSC
CTSC,A0A7I2V5L5,unreviewed,A0A7I2V5L5_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),108,A0A7I2V5L5_CTSC
CTSC,A0A7I2V6E3,unreviewed,A0A7I2V6E3_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),419,A0A7I2V6E3_CTSC
CTSC,A0A7I2YQ96,unreviewed,A0A7I2YQ96_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),60,A0A7I2YQ96_CTSC
CTSC,A0A7I2YQT5,unreviewed,A0A7I2YQT5_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),342,A0A7I2YQT5_CTSC
CTSC,H0YCY8,unreviewed,H0YCY8_HUMAN,Dipeptidyl peptidase 1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase),CTSC,Homo sapiens (Human),325,H0YCY8_CTSC
CTSC,H0YDA2,unreviewed,H0YDA2_HUMAN,Cathepsin C,CTSC,Homo sapiens (Human),21,H0YDA2_CTSC
CTSC,I3V9S3,unreviewed,I3V9S3_HUMAN,Dipeptidyl peptidase 1 isoform a preproprotein (EC 3.4.14.1),CTSC,Homo sapiens (Human),48,I3V9S3_CTSC
CTSC,I3V9T0,unreviewed,I3V9T0_HUMAN,Dipeptidyl peptidase 1 isoform a preproprotein (EC 3.4.14.1),CTSC,Homo sapiens (Human),48,I3V9T0_CTSC
CTSC,I3V9T1,unreviewed,I3V9T1_HUMAN,Dipeptidyl peptidase 1 isoform a preproprotein (EC 3.4.14.1),CTSC,Homo sapiens (Human),48,I3V9T1_CTSC
CTSC,I3V9V3,unreviewed,I3V9V3_HUMAN,Dipeptidyl peptidase 1 isoform a preproprotein,CTSC,Homo sapiens (Human),55,I3V9V3_CTSC
CTSC,I3V9V6,unreviewed,I3V9V6_HUMAN,Dipeptidyl peptidase 1 isoform a preproprotein,CTSC,Homo sapiens (Human),55,I3V9V6_CTSC
CTSF,Q9UBX1,reviewed,CATF_HUMAN,Cathepsin F (CATSF) (EC 3.4.22.41),CTSF,Homo sapiens (Human),484,Q9UBX1_CTSF
CTSF,A0A024R5G9,unreviewed,A0A024R5G9_HUMAN,"Cathepsin F (Cathepsin F, isoform CRA_a)",CTSF hCG_20245,Homo sapiens (Human),392,A0A024R5G9_CTSF
CTSF,A0A7I2V2K3,unreviewed,A0A7I2V2K3_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),483,A0A7I2V2K3_CTSF
CTSF,A0A7I2V313,unreviewed,A0A7I2V313_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),504,A0A7I2V313_CTSF
CTSF,A0A7I2V3E7,unreviewed,A0A7I2V3E7_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),356,A0A7I2V3E7_CTSF
CTSF,A0A7I2V3L9,unreviewed,A0A7I2V3L9_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),325,A0A7I2V3L9_CTSF
CTSF,A0A7I2V3M3,unreviewed,A0A7I2V3M3_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),479,A0A7I2V3M3_CTSF
CTSF,A0A7I2V3V9,unreviewed,A0A7I2V3V9_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),262,A0A7I2V3V9_CTSF
CTSF,A0A7I2V3X1,unreviewed,A0A7I2V3X1_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),492,A0A7I2V3X1_CTSF
CTSF,A0A7I2V411,unreviewed,A0A7I2V411_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),498,A0A7I2V411_CTSF
CTSF,A0A7I2V4A8,unreviewed,A0A7I2V4A8_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),459,A0A7I2V4A8_CTSF
CTSF,A0A7I2V4V5,unreviewed,A0A7I2V4V5_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),118,A0A7I2V4V5_CTSF
CTSF,A0A7I2V5B9,unreviewed,A0A7I2V5B9_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),460,A0A7I2V5B9_CTSF
CTSF,A0A7I2V5F8,unreviewed,A0A7I2V5F8_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),407,A0A7I2V5F8_CTSF
CTSF,A0A7I2V5Q1,unreviewed,A0A7I2V5Q1_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),481,A0A7I2V5Q1_CTSF
CTSF,A0A7I2YQ73,unreviewed,A0A7I2YQ73_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),109,A0A7I2YQ73_CTSF
CTSF,A0A7I2YQB3,unreviewed,A0A7I2YQB3_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),266,A0A7I2YQB3_CTSF
CTSF,A0A7I2YQH8,unreviewed,A0A7I2YQH8_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),505,A0A7I2YQH8_CTSF
CTSF,A0A7I2YQW3,unreviewed,A0A7I2YQW3_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),312,A0A7I2YQW3_CTSF
CTSF,H0YD65,unreviewed,H0YD65_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),483,H0YD65_CTSF
CTSF,H0YE42,unreviewed,H0YE42_HUMAN,Cathepsin F,CTSF,Homo sapiens (Human),267,H0YE42_CTSF
CTSF,Q6FHS1,unreviewed,Q6FHS1_HUMAN,CTSF protein,CTSF,Homo sapiens (Human),338,Q6FHS1_CTSF
CTSH,P09668,reviewed,CATH_HUMAN,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],CTSH CPSB,Homo sapiens (Human),335,P09668_CTSH
CTSH,A0A087X0D5,unreviewed,A0A087X0D5_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),358,A0A087X0D5_CTSH
CTSH,A0A0B4J217,unreviewed,A0A0B4J217_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),62,A0A0B4J217_CTSH
CTSH,A0A3B3IRM7,unreviewed,A0A3B3IRM7_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),169,A0A3B3IRM7_CTSH
CTSH,A0A7I2V2E4,unreviewed,A0A7I2V2E4_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),238,A0A7I2V2E4_CTSH
CTSH,A0A7I2V2L7,unreviewed,A0A7I2V2L7_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),311,A0A7I2V2L7_CTSH
CTSH,A0A7I2V2T8,unreviewed,A0A7I2V2T8_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),86,A0A7I2V2T8_CTSH
CTSH,A0A7I2V314,unreviewed,A0A7I2V314_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),260,A0A7I2V314_CTSH
CTSH,A0A7I2V3E8,unreviewed,A0A7I2V3E8_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),446,A0A7I2V3E8_CTSH
CTSH,A0A7I2V3T9,unreviewed,A0A7I2V3T9_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),293,A0A7I2V3T9_CTSH
CTSH,A0A7I2V439,unreviewed,A0A7I2V439_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),240,A0A7I2V439_CTSH
CTSH,A0A7I2V4H2,unreviewed,A0A7I2V4H2_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),138,A0A7I2V4H2_CTSH
CTSH,A0A7I2V4N9,unreviewed,A0A7I2V4N9_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),49,A0A7I2V4N9_CTSH
CTSH,A0A7I2V4W0,unreviewed,A0A7I2V4W0_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),43,A0A7I2V4W0_CTSH
CTSH,A0A7I2V4X5,unreviewed,A0A7I2V4X5_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),367,A0A7I2V4X5_CTSH
CTSH,A0A7I2V532,unreviewed,A0A7I2V532_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),341,A0A7I2V532_CTSH
CTSH,A0A7I2V563,unreviewed,A0A7I2V563_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),48,A0A7I2V563_CTSH
CTSH,A0A7I2V673,unreviewed,A0A7I2V673_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),251,A0A7I2V673_CTSH
CTSH,A0A7I2YQ92,unreviewed,A0A7I2YQ92_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),306,A0A7I2YQ92_CTSH
CTSH,A0A7I2YQE6,unreviewed,A0A7I2YQE6_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),170,A0A7I2YQE6_CTSH
CTSH,A0A7I2YQH4,unreviewed,A0A7I2YQH4_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),345,A0A7I2YQH4_CTSH
CTSH,A0A7I2YQL1,unreviewed,A0A7I2YQL1_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),85,A0A7I2YQL1_CTSH
CTSH,A0A7I2YQL6,unreviewed,A0A7I2YQL6_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),200,A0A7I2YQL6_CTSH
CTSH,A0A7I2YQX6,unreviewed,A0A7I2YQX6_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),259,A0A7I2YQX6_CTSH
CTSH,E9PKT6,unreviewed,E9PKT6_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),297,E9PKT6_CTSH
CTSH,E9PN60,unreviewed,E9PN60_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),38,E9PN60_CTSH
CTSH,E9PN84,unreviewed,E9PN84_HUMAN,Cathepsin H,CTSH,Homo sapiens (Human),41,E9PN84_CTSH
CTSH,Q6IBC3,unreviewed,Q6IBC3_HUMAN,CTSH protein,CTSH,Homo sapiens (Human),335,Q6IBC3_CTSH
CTSK,P43235,reviewed,CATK_HUMAN,Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X),CTSK CTSO CTSO2,Homo sapiens (Human),329,P43235_CTSK
CTSK,A0A7I2V2M6,unreviewed,A0A7I2V2M6_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),330,A0A7I2V2M6_CTSK
CTSK,A0A7I2V354,unreviewed,A0A7I2V354_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),233,A0A7I2V354_CTSK
CTSK,A0A7I2V4B1,unreviewed,A0A7I2V4B1_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),333,A0A7I2V4B1_CTSK
CTSK,A0A7I2V4B6,unreviewed,A0A7I2V4B6_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),343,A0A7I2V4B6_CTSK
CTSK,A0A7I2V5Y6,unreviewed,A0A7I2V5Y6_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),341,A0A7I2V5Y6_CTSK
CTSK,A0A7I2V5Y9,unreviewed,A0A7I2V5Y9_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),256,A0A7I2V5Y9_CTSK
CTSK,A0A7I2V617,unreviewed,A0A7I2V617_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),52,A0A7I2V617_CTSK
CTSK,A0A7I2YQX0,unreviewed,A0A7I2YQX0_HUMAN,"Cathepsin K (Cathepsin K (Pycnodysostosis), isoform CRA_a)",CTSK hCG_39377,Homo sapiens (Human),288,A0A7I2YQX0_CTSK
CTSK,H7CEH5,unreviewed,H7CEH5_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),52,H7CEH5_CTSK
CTSK,Q2XNE6,unreviewed,Q2XNE6_HUMAN,Mutated cathepsin K,CTSK,Homo sapiens (Human),25,Q2XNE6_CTSK
CTSK,Q5QP40,unreviewed,Q5QP40_HUMAN,Cathepsin K,CTSK,Homo sapiens (Human),388,Q5QP40_CTSK
CTSK,Q6FHN2,unreviewed,Q6FHN2_HUMAN,CTSK protein,CTSK,Homo sapiens (Human),329,Q6FHN2_CTSK
CTSL,P07711,reviewed,CATL1_HUMAN,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],CTSL CTSL1,Homo sapiens (Human),333,P07711_CTSL
CTSL,A0A024R276,unreviewed,A0A024R276_HUMAN,"Cathepsin L, isoform CRA_a",CTSL hCG_30369,Homo sapiens (Human),333,A0A024R276_CTSL
CTSL,A0A7I2V2H7,unreviewed,A0A7I2V2H7_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),233,A0A7I2V2H7_CTSL
CTSL,A0A7I2V484,unreviewed,A0A7I2V484_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),209,A0A7I2V484_CTSL
CTSL,A0A7I2V5F7,unreviewed,A0A7I2V5F7_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),64,A0A7I2V5F7_CTSL
CTSL,A0A7I2V5M3,unreviewed,A0A7I2V5M3_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),258,A0A7I2V5M3_CTSL
CTSL,A0A7I2V601,unreviewed,A0A7I2V601_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),83,A0A7I2V601_CTSL
CTSL,A0A7I2YQA2,unreviewed,A0A7I2YQA2_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),341,A0A7I2YQA2_CTSL
CTSL,A0A7I2YQB5,unreviewed,A0A7I2YQB5_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),225,A0A7I2YQB5_CTSL
CTSL,Q5T8F0,unreviewed,Q5T8F0_HUMAN,Cathepsin L,CTSL,Homo sapiens (Human),272,Q5T8F0_CTSL
CTSL,Q9HBQ7,unreviewed,Q9HBQ7_HUMAN,"Cathepsin L, isoform CRA_b",CTSL hCG_30369,Homo sapiens (Human),151,Q9HBQ7_CTSL
CTSV,O60911,reviewed,CATL2_HUMAN,Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V),CTSV CATL2 CTSL2 CTSU UNQ268/PRO305,Homo sapiens (Human),334,O60911_CTSV
CTSV,A0A7P0T891,unreviewed,A0A7P0T891_HUMAN,Cathepsin V,CTSV,Homo sapiens (Human),46,A0A7P0T891_CTSV
CTSV,A0A7P0T8X8,unreviewed,A0A7P0T8X8_HUMAN,Cathepsin V,CTSV,Homo sapiens (Human),210,A0A7P0T8X8_CTSV
CTSV,A0A7P0T983,unreviewed,A0A7P0T983_HUMAN,Cathepsin V,CTSV,Homo sapiens (Human),276,A0A7P0T983_CTSV
CTSV,A0A7P0Z415,unreviewed,A0A7P0Z415_HUMAN,Cathepsin V,CTSV,Homo sapiens (Human),332,A0A7P0Z415_CTSV
CTSV,A0A804EQJ3,unreviewed,A0A804EQJ3_HUMAN,Cathepsin V,CTSV,Homo sapiens (Human),285,A0A804EQJ3_CTSV
CTSO,P43234,reviewed,CATO_HUMAN,Cathepsin O (EC 3.4.22.42),CTSO CTSO1,Homo sapiens (Human),321,P43234_CTSO
CTSO,P43235,reviewed,CATK_HUMAN,Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X),CTSK CTSO CTSO2,Homo sapiens (Human),329,P43235_CTSO
CTSO,A0A7I2V4E3,unreviewed,A0A7I2V4E3_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),295,A0A7I2V4E3_CTSO
CTSO,A0A7I2V4S1,unreviewed,A0A7I2V4S1_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),46,A0A7I2V4S1_CTSO
CTSO,A0A7P0T898,unreviewed,A0A7P0T898_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),314,A0A7P0T898_CTSO
CTSO,A0A7P0T8T8,unreviewed,A0A7P0T8T8_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),313,A0A7P0T8T8_CTSO
CTSO,A0A7P0T996,unreviewed,A0A7P0T996_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),333,A0A7P0T996_CTSO
CTSO,A0A7P0Z4C4,unreviewed,A0A7P0Z4C4_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),320,A0A7P0Z4C4_CTSO
CTSO,A0A7P0Z4D8,unreviewed,A0A7P0Z4D8_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),52,A0A7P0Z4D8_CTSO
CTSO,A0A7P0Z4I5,unreviewed,A0A7P0Z4I5_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),55,A0A7P0Z4I5_CTSO
CTSO,A0A7P0Z4L5,unreviewed,A0A7P0Z4L5_HUMAN,Cathepsin O,CTSO,Homo sapiens (Human),290,A0A7P0Z4L5_CTSO
CTSS,P25774,reviewed,CATS_HUMAN,Cathepsin S (EC 3.4.22.27),CTSS,Homo sapiens (Human),331,P25774_CTSS
CTSS,A0A7P0T7Z6,unreviewed,A0A7P0T7Z6_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),220,A0A7P0T7Z6_CTSS
CTSS,A0A7P0T844,unreviewed,A0A7P0T844_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),307,A0A7P0T844_CTSS
CTSS,A0A7P0T8A1,unreviewed,A0A7P0T8A1_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),215,A0A7P0T8A1_CTSS
CTSS,A0A7P0T8H4,unreviewed,A0A7P0T8H4_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),309,A0A7P0T8H4_CTSS
CTSS,A0A7P0T8U1,unreviewed,A0A7P0T8U1_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),267,A0A7P0T8U1_CTSS
CTSS,A0A7P0T904,unreviewed,A0A7P0T904_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),240,A0A7P0T904_CTSS
CTSS,A0A7P0TAQ0,unreviewed,A0A7P0TAQ0_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),272,A0A7P0TAQ0_CTSS
CTSS,A0A7P0TB77,unreviewed,A0A7P0TB77_HUMAN,"Cathepsin S (Cathepsin S, isoform CRA_a)",CTSS hCG_39378,Homo sapiens (Human),220,A0A7P0TB77_CTSS
CTSS,A0A804DAZ0,unreviewed,A0A804DAZ0_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),255,A0A804DAZ0_CTSS
CTSS,U3KPS4,unreviewed,U3KPS4_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),96,U3KPS4_CTSS
CTSS,U3KQE7,unreviewed,U3KQE7_HUMAN,Cathepsin S,CTSS,Homo sapiens (Human),308,U3KQE7_CTSS
CTSW,P56202,reviewed,CATW_HUMAN,Cathepsin W (EC 3.4.22.-) (Lymphopain),CTSW,Homo sapiens (Human),376,P56202_CTSW
CTSW,A0A7P0T817,unreviewed,A0A7P0T817_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),359,A0A7P0T817_CTSW
CTSW,A0A7P0T8B4,unreviewed,A0A7P0T8B4_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),338,A0A7P0T8B4_CTSW
CTSW,A0A7P0T8L7,unreviewed,A0A7P0T8L7_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),406,A0A7P0T8L7_CTSW
CTSW,A0A7P0TAB1,unreviewed,A0A7P0TAB1_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),59,A0A7P0TAB1_CTSW
CTSW,E9PI30,unreviewed,E9PI30_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),364,E9PI30_CTSW
CTSW,H0YDT2,unreviewed,H0YDT2_HUMAN,Cathepsin W,CTSW,Homo sapiens (Human),349,H0YDT2_CTSW
CTSZ,Q9UBR2,reviewed,CATZ_HUMAN,Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X),CTSZ,Homo sapiens (Human),303,Q9UBR2_CTSZ
CTSZ,A0A7P0T8I6,unreviewed,A0A7P0T8I6_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),334,A0A7P0T8I6_CTSZ
CTSZ,A0A7P0T8X2,unreviewed,A0A7P0T8X2_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),314,A0A7P0T8X2_CTSZ
CTSZ,A0A7P0T900,unreviewed,A0A7P0T900_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),294,A0A7P0T900_CTSZ
CTSZ,A0A7P0T926,unreviewed,A0A7P0T926_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),224,A0A7P0T926_CTSZ
CTSZ,A0A7P0T989,unreviewed,A0A7P0T989_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),289,A0A7P0T989_CTSZ
CTSZ,A0A7P0T9G9,unreviewed,A0A7P0T9G9_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),317,A0A7P0T9G9_CTSZ
CTSZ,A0A7P0T9U1,unreviewed,A0A7P0T9U1_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),218,A0A7P0T9U1_CTSZ
CTSZ,A0A7P0T9U4,unreviewed,A0A7P0T9U4_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),240,A0A7P0T9U4_CTSZ
CTSZ,A0A7P0T9X4,unreviewed,A0A7P0T9X4_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),154,A0A7P0T9X4_CTSZ
CTSZ,A0A7P0TA25,unreviewed,A0A7P0TA25_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),288,A0A7P0TA25_CTSZ
CTSZ,A0A7P0TAD4,unreviewed,A0A7P0TAD4_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),243,A0A7P0TAD4_CTSZ
CTSZ,A0A7P0TAT6,unreviewed,A0A7P0TAT6_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),242,A0A7P0TAT6_CTSZ
CTSZ,A0A7P0TB41,unreviewed,A0A7P0TB41_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),287,A0A7P0TB41_CTSZ
CTSZ,A0A7P0TBB5,unreviewed,A0A7P0TBB5_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),274,A0A7P0TBB5_CTSZ
CTSZ,A0A7P0TBM7,unreviewed,A0A7P0TBM7_HUMAN,cathepsin X (EC 3.4.18.1),CTSZ,Homo sapiens (Human),294,A0A7P0TBM7_CTSZ
CTSZ,A0A7P0Z469,unreviewed,A0A7P0Z469_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),319,A0A7P0Z469_CTSZ
CTSZ,A0A7P0Z4A7,unreviewed,A0A7P0Z4A7_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),107,A0A7P0Z4A7_CTSZ
CTSZ,A0A7P0Z4L1,unreviewed,A0A7P0Z4L1_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),115,A0A7P0Z4L1_CTSZ
CTSZ,A0A7P0Z4L7,unreviewed,A0A7P0Z4L7_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),169,A0A7P0Z4L7_CTSZ
CTSZ,A0A7P0Z4Q4,unreviewed,A0A7P0Z4Q4_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),72,A0A7P0Z4Q4_CTSZ
CTSZ,A0A7P0Z4R9,unreviewed,A0A7P0Z4R9_HUMAN,Cathepsin Z,CTSZ,Homo sapiens (Human),248,A0A7P0Z4R9_CTSZ
TINAG,Q9UJW2,reviewed,TINAG_HUMAN,Tubulointerstitial nephritis antigen (TIN-Ag),TINAG,Homo sapiens (Human),476,Q9UJW2_TINAG
TINAG,Q5T466,unreviewed,Q5T466_HUMAN,Tubulointerstitial nephritis antigen,TINAG,Homo sapiens (Human),203,Q5T466_TINAG
TINAG,Q5T471,unreviewed,Q5T471_HUMAN,Tubulointerstitial nephritis antigen,TINAG,Homo sapiens (Human),205,Q5T471_TINAG
TINAG,Q6NSC1,unreviewed,Q6NSC1_HUMAN,Tubulointerstitial nephritis antigen,TINAG,Homo sapiens (Human),476,Q6NSC1_TINAG
TINAG,Q7Z477,unreviewed,Q7Z477_HUMAN,TINAG protein,TINAG,Homo sapiens (Human),140,Q7Z477_TINAG
TINAGL1,Q9GZM7,reviewed,TINAL_HUMAN,Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP),TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230,Homo sapiens (Human),467,Q9GZM7_TINAGL1
TINAGL1,F6SDV2,unreviewed,F6SDV2_HUMAN,"Tubulointerstitial nephritis antigen like 1 (Tubulointerstitial nephritis antigen-like 1, isoform CRA_a)",TINAGL1 hCG_41620,Homo sapiens (Human),362,F6SDV2_TINAGL1
